time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,pCin/OHC14_6,pCin/OHC14_7,pCin/OHC14_8,pCin/OHC14_9,pCin/OHC14_10,pCin/OHC14_11,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,pLuxB/AHL_6,pLuxB/AHL_7,pLuxB/AHL_8,pLuxB/AHL_9,pLuxB/AHL_10,pLuxB/AHL_11,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,pPhlF/DAPG_6,pPhlF/DAPG_7,pPhlF/DAPG_8,pPhlF/DAPG_9,pPhlF/DAPG_10,pPhlF/DAPG_11,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,pSalTTC/Sal_6,pSalTTC/Sal_7,pSalTTC/Sal_8,pSalTTC/Sal_9,pSalTTC/Sal_10,pSalTTC/Sal_11,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
0,144.0,62.0,22.0,23.0,37.0,10.0,-19.0,12.0,-37.0,51.0,-14.0,14.0,31.0,35.0,82.0,37.0,20.0,32.0,16.0,34.0,44.0,49.0,93.0,65.0,18.0,102.0,98.0,100.0,77.0,71.0,47.0,53.0,56.0,51.0,64.0,75.0,32.0,121.0,73.0,83.0,33.0,144.0,16.0,34.0,12.0,74.0,27.0,85.0,30.0,491.0,64.0,18.0,24.0,31.0,13.0,17.0,31.0,1026.0,14.0,297.0,0.0,15.0,26.0,-1.0,23.0,-2.0,2.0,-8.0,-18.0,-8.0,-14.0,5.0,13.0,40.0,41.0,-5.0,-32.0,-3.0,5.0,20.0,23.0,28.0,42.0,36.0,,,7.0,-20.0,,,30.5,45.5,3141.5,3953.5
20,134.0,40.0,18.0,-23.0,-16.0,2.0,-19.0,-9.0,-26.0,-11.0,-21.0,-11.0,47.0,22.0,35.0,13.0,14.0,3.0,1.0,13.0,19.0,27.0,35.0,75.0,27.0,108.0,78.0,88.0,67.0,55.0,39.0,35.0,51.0,62.0,49.0,84.0,44.0,298.0,67.0,138.0,40.0,262.0,9.0,30.0,7.0,199.0,-21.0,326.0,34.0,471.0,22.0,-14.0,7.0,0.0,1.0,1.0,9.0,927.0,-27.0,473.0,19.0,4.0,-1.0,2.0,18.0,-12.0,-29.0,-5.0,-33.0,67.0,-32.0,48.0,4.0,33.0,-5.0,-17.0,-42.0,13.0,7.0,-19.0,-28.0,31.0,-6.0,34.0,,,37.0,-25.0,,,45.0,48.0,2522.0,3827.0
40,149.0,38.0,12.0,-9.0,-6.0,-18.0,-20.0,5.0,-28.0,16.0,-14.0,11.0,70.0,50.0,42.0,24.0,-3.0,24.0,5.0,37.0,11.0,32.0,56.0,81.0,21.0,102.0,83.0,77.0,61.0,62.0,25.0,121.0,68.0,172.0,21.0,156.0,59.0,979.0,67.0,413.0,15.0,960.0,0.0,88.0,7.0,1012.0,-23.0,1421.0,43.0,838.0,16.0,6.0,21.0,-8.0,0.0,-18.0,-16.0,1821.0,-32.0,897.0,36.0,45.0,-10.0,-7.0,-4.0,-9.0,-39.0,-30.0,-32.0,394.0,-7.0,330.0,39.0,109.0,36.0,12.0,-33.0,-26.0,15.0,9.0,-26.0,142.0,-4.0,155.0,,,27.0,-13.0,,,31.0,63.0,3333.0,5105.0
60,147.5,47.5,-2.5,8.5,-21.5,-14.5,-23.5,-6.5,-38.5,39.5,3.5,13.5,63.5,54.5,45.5,30.5,19.5,23.5,1.5,29.5,3.5,52.5,42.5,114.5,70.5,102.5,74.5,91.5,95.5,102.5,41.5,294.5,39.5,500.5,30.5,364.5,37.5,1692.5,68.5,744.5,29.5,1854.5,20.5,154.5,0.5,2198.5,-21.5,2915.5,40.5,1348.5,22.5,-1.5,16.5,10.5,-30.5,-20.5,-12.5,2958.5,-9.5,1474.5,8.5,11.5,-3.5,-5.5,0.5,-15.5,-53.5,-25.5,-7.5,788.5,-22.5,683.5,23.5,215.5,14.5,-8.5,-49.5,-20.5,4.5,11.5,-37.5,343.5,8.5,354.5,,,42.5,9.5,,,31.0,45.0,4519.0,6976.0
80,159.5,57.5,12.5,3.5,10.5,-13.5,-41.5,1.5,-43.5,39.5,4.5,59.5,92.5,49.5,41.5,16.5,2.5,7.5,3.5,27.5,-2.5,231.5,38.5,155.5,46.5,89.5,62.5,86.5,85.5,136.5,16.5,509.5,38.5,963.5,22.5,645.5,54.5,2639.5,125.5,1289.5,17.5,3290.5,2.5,254.5,22.5,3980.5,-3.5,5225.5,39.5,2065.5,6.5,-0.5,-6.5,-9.5,-22.5,-24.5,5.5,4479.5,-24.5,2254.5,19.5,-13.5,-0.5,-9.5,4.5,-29.5,-37.5,-29.5,-47.5,1475.5,-33.5,1211.5,37.5,446.5,-1.5,-10.5,-25.5,-16.5,-2.5,20.5,-2.5,741.5,-5.5,737.5,,,47.5,10.5,,,37.0,56.0,5962.0,9098.0
100,171.0,71.0,31.0,36.0,17.0,5.0,-37.0,39.0,-12.0,288.0,101.0,356.0,75.0,78.0,53.0,28.0,33.0,32.0,4.0,32.0,10.0,883.0,62.0,466.0,55.0,136.0,89.0,109.0,90.0,172.0,37.0,798.0,76.0,1739.0,51.0,1025.0,42.0,3870.0,160.0,2108.0,65.0,5606.0,10.0,475.0,24.0,6799.0,-1.0,8854.0,34.0,3302.0,39.0,-2.0,20.0,-18.0,-41.0,-31.0,1.0,6756.0,-14.0,3395.0,34.0,36.0,-16.0,-8.0,7.0,0.0,-14.0,-36.0,6.0,2882.0,-8.0,2197.0,35.0,843.0,10.0,2.0,-18.0,-7.0,9.0,4.0,-5.0,1577.0,18.0,1470.0,,,62.0,41.0,,,42.5,84.5,7085.5,10913.5
120,213.5,79.5,24.5,3.5,4.5,-0.5,-29.5,81.5,-9.5,1240.5,472.5,1442.5,121.5,92.5,54.5,15.5,33.5,37.5,-11.5,63.5,9.5,1755.5,40.5,881.5,69.5,152.5,113.5,119.5,96.5,136.5,34.5,1309.5,45.5,2962.5,31.5,1642.5,53.5,5058.5,232.5,3182.5,47.5,8730.5,-0.5,822.5,34.5,11018.5,2.5,14324.5,53.5,5109.5,49.5,12.5,-4.5,16.5,10.5,-4.5,7.5,10288.5,-19.5,5177.5,10.5,10.5,-16.5,-21.5,-21.5,-11.5,-23.5,-20.5,-11.5,4788.5,-26.5,3766.5,19.5,1339.5,18.5,-12.5,-5.5,-11.5,-10.5,7.5,-3.5,2928.5,47.5,2657.5,,,98.5,71.5,,,78.5,91.5,8169.5,12150.5
140,267.0,150.0,37.0,31.0,8.0,11.0,-27.0,280.0,74.0,4710.0,1488.0,4285.0,165.0,112.0,82.0,63.0,59.0,33.0,-1.0,53.0,-14.0,2973.0,58.0,1431.0,103.0,196.0,123.0,153.0,113.0,160.0,23.0,2381.0,69.0,5341.0,47.0,2843.0,53.0,6609.0,294.0,4366.0,94.0,12829.0,42.0,1251.0,59.0,16475.0,13.0,21633.0,48.0,7324.0,90.0,6.0,39.0,4.0,17.0,18.0,23.0,15411.0,-30.0,7740.0,28.0,26.0,-23.0,19.0,12.0,-2.0,-6.0,-5.0,-23.0,7187.0,7.0,5697.0,35.0,1955.0,27.0,19.0,-17.0,26.0,12.0,0.0,8.0,4919.0,38.0,4431.0,,,143.0,115.0,,,94.5,141.5,9226.5,13801.5
160,369.0,272.0,71.0,64.0,26.0,15.0,18.0,899.0,297.0,15984.0,3639.0,12094.0,237.0,149.0,120.0,93.0,92.0,89.0,2.0,106.0,15.0,5003.0,87.0,2237.0,140.0,253.0,148.0,185.0,123.0,219.0,39.0,4346.0,77.0,8951.0,61.0,4818.0,40.0,10415.0,409.0,6348.0,89.0,18276.0,77.0,1801.0,74.0,23675.0,29.0,30818.0,56.0,9845.0,86.0,14.0,7.0,8.0,10.0,23.0,17.0,22954.0,-20.0,11414.0,27.0,29.0,-20.0,-19.0,0.0,-34.0,-40.0,-26.0,-14.0,10685.0,10.0,8337.0,35.0,2726.0,33.0,18.0,-5.0,30.0,19.0,28.0,20.0,7863.0,55.0,7034.0,,,226.0,160.0,,,141.5,184.5,11159.5,16696.5
180,651.0,1217.0,183.0,630.0,101.0,60.0,80.0,4138.0,746.0,35084.0,8536.0,27252.0,298.0,215.0,163.0,153.0,131.0,120.0,14.0,170.0,9.0,11687.0,77.0,3366.0,210.0,356.0,196.0,239.0,160.0,345.0,38.0,8005.0,121.0,14650.0,71.0,8087.0,66.0,19008.0,626.0,9473.0,115.0,27306.0,88.0,2745.0,131.0,33918.0,33.0,44163.0,61.0,12447.0,171.0,35.0,43.0,4.0,-15.0,39.0,35.0,32591.0,6.0,16527.0,6.0,34.0,-6.0,-16.0,-1.0,-16.0,-33.0,-12.0,-10.0,15618.0,34.0,11916.0,26.0,3852.0,71.0,37.0,-4.0,38.0,48.0,45.0,33.0,12078.0,70.0,10835.0,,,345.0,277.0,,,217.0,265.0,13857.0,21096.0
200,1031.5,5954.5,1275.5,6349.5,1531.5,206.5,339.5,14685.5,1690.5,57565.5,19461.5,46999.5,436.5,345.5,264.5,262.5,195.5,159.5,16.5,276.5,-8.5,22737.5,100.5,6451.5,267.5,467.5,267.5,344.5,238.5,649.5,76.5,13284.5,203.5,21752.5,98.5,12494.5,63.5,31427.5,951.5,14666.5,236.5,42961.5,158.5,4050.5,206.5,51940.5,85.5,65314.5,82.5,14958.5,240.5,44.5,46.5,59.5,18.5,92.5,71.5,44479.5,33.5,23502.5,23.5,76.5,18.5,-12.5,-16.5,-13.5,-12.5,4.5,1.5,25533.5,93.5,16740.5,38.5,6101.5,102.5,39.5,38.5,63.5,54.5,75.5,8.5,18487.5,105.5,16218.5,,,472.5,393.5,,,305.5,408.5,18189.5,27311.5
220,1410.0,14854.0,7372.0,22516.0,11294.0,3043.0,1666.0,32430.0,3603.0,86204.0,36583.0,70646.0,599.0,466.0,419.0,392.0,329.0,227.0,43.0,428.0,6.0,39759.0,152.0,13398.0,391.0,620.0,390.0,457.0,418.0,1407.0,131.0,19516.0,292.0,30945.0,146.0,17654.0,118.0,45213.0,1522.0,25164.0,354.0,62384.0,240.0,6145.0,317.0,73464.0,141.0,90803.0,79.0,18177.0,308.0,70.0,105.0,109.0,69.0,115.0,135.0,62688.0,43.0,32615.0,20.0,116.0,30.0,-27.0,-8.0,-20.0,24.0,27.0,51.0,40296.0,159.0,23492.0,16.0,9709.0,143.0,73.0,59.0,88.0,90.0,105.0,92.0,28480.0,168.0,24080.0,,,651.0,584.0,,,438.5,547.5,23983.5,32123.5
240,1695.5,23045.5,24009.5,48845.5,29669.5,13720.5,7835.5,53020.5,8412.5,119078.5,56167.5,98473.5,793.5,617.5,532.5,527.5,463.5,354.5,74.5,593.5,11.5,56298.5,184.5,24507.5,548.5,829.5,531.5,620.5,586.5,2312.5,180.5,28152.5,490.5,43161.5,234.5,24266.5,131.5,56428.5,2374.5,38889.5,537.5,87240.5,383.5,9255.5,468.5,102693.5,213.5,124070.5,104.5,22070.5,457.5,117.5,155.5,164.5,79.5,201.5,179.5,84208.5,109.5,44256.5,7.5,188.5,26.5,-14.5,-1.5,-19.5,-6.5,39.5,73.5,59831.5,222.5,34509.5,46.5,13759.5,199.5,92.5,99.5,144.5,138.5,145.5,123.5,42585.5,263.5,35709.5,,,796.5,714.5,,,578.5,704.5,28217.5,35495.5
260,1964.0,26292.0,47739.0,79558.0,54670.0,31102.0,20333.0,77795.0,17700.0,155311.0,78899.0,130531.0,991.0,831.0,708.0,700.0,619.0,478.0,138.0,776.0,27.0,73870.0,275.0,40750.0,715.0,963.0,706.0,869.0,886.0,3581.0,287.0,39997.0,763.0,59156.0,339.0,32235.0,171.0,62633.0,3586.0,56071.0,841.0,112866.0,607.0,13733.0,765.0,134243.0,316.0,160334.0,159.0,26941.0,607.0,146.0,246.0,205.0,149.0,325.0,280.0,112151.0,151.0,61181.0,26.0,305.0,60.0,14.0,14.0,-11.0,39.0,80.0,132.0,86124.0,355.0,49632.0,49.0,16079.0,300.0,157.0,173.0,198.0,207.0,265.0,243.0,62656.0,403.0,50375.0,,,960.0,852.0,,,783.5,930.5,31163.5,38437.5
280,2281.0,30083.0,75842.0,115705.0,84169.0,52601.0,37613.0,106403.0,31625.0,194359.0,105733.0,166844.0,1139.0,953.0,865.0,815.0,770.0,653.0,187.0,962.0,45.0,94709.0,383.0,56138.0,888.0,1087.0,868.0,1039.0,1326.0,5364.0,480.0,48123.0,1177.0,70020.0,497.0,42091.0,267.0,66859.0,5730.0,74563.0,1265.0,139644.0,855.0,20352.0,1129.0,168218.0,495.0,199657.0,194.0,33115.0,830.0,200.0,301.0,303.0,214.0,429.0,397.0,146233.0,199.0,82235.0,52.0,482.0,92.0,0.0,3.0,-22.0,42.0,112.0,165.0,115511.0,486.0,67015.0,41.0,17118.0,427.0,242.0,258.0,301.0,339.0,389.0,337.0,87803.0,572.0,70556.0,,,1072.0,968.0,,,978.0,1145.0,33863.0,41532.0
300,2452.5,33127.5,92981.5,151948.5,116266.5,77776.5,57345.5,138748.5,48815.5,234990.5,136189.5,204444.5,1283.5,1101.5,982.5,991.5,917.5,804.5,267.5,1086.5,72.5,119168.5,584.5,72138.5,1071.5,1252.5,996.5,1208.5,1978.5,8262.5,780.5,50673.5,1726.5,74118.5,788.5,53967.5,495.5,70613.5,9135.5,92009.5,1917.5,161001.5,1273.5,30562.5,1654.5,207657.5,766.5,243782.5,273.5,40489.5,1112.5,281.5,423.5,415.5,302.5,650.5,577.5,184243.5,328.5,107014.5,41.5,648.5,154.5,24.5,39.5,-0.5,94.5,200.5,301.5,150240.5,733.5,91184.5,61.5,17528.5,685.5,361.5,425.5,499.5,520.5,594.5,553.5,116055.5,847.5,94615.5,,,1206.5,1134.5,,,1162.0,1306.0,36660.0,44199.0
320,2707.5,35811.5,110055.5,182955.5,151244.5,106276.5,80220.5,170568.5,67467.5,257487.5,169188.5,245762.5,1417.5,1243.5,1111.5,1125.5,1056.5,910.5,365.5,1216.5,117.5,138797.5,817.5,92583.5,1228.5,1375.5,1148.5,1341.5,2411.5,10494.5,1255.5,53131.5,2615.5,76975.5,1128.5,63270.5,788.5,74244.5,15086.5,107907.5,2882.5,180030.5,1900.5,45317.5,2468.5,242351.5,1084.5,257487.5,347.5,48822.5,1420.5,381.5,559.5,572.5,414.5,919.5,787.5,225346.5,444.5,139549.5,33.5,863.5,234.5,22.5,15.5,-15.5,132.5,301.5,439.5,184559.5,1016.5,119990.5,13.5,17518.5,1042.5,553.5,666.5,774.5,800.5,909.5,839.5,145637.5,1249.5,123115.5,,,1333.5,1260.5,,,1350.0,1430.0,39881.0,46963.0
340,2850.0,37374.0,123230.0,215212.0,192288.0,137689.0,106134.0,205081.0,89129.0,257461.0,204362.0,257461.0,1558.0,1365.0,1274.0,1247.0,1149.0,1047.0,477.0,1364.0,180.0,155118.0,1202.0,114855.0,1344.0,1495.0,1271.0,1495.0,2710.0,11593.0,1990.0,55203.0,3811.0,79461.0,1577.0,67879.0,1286.0,75580.0,23308.0,119746.0,4255.0,197379.0,2813.0,62643.0,3608.0,257461.0,1528.0,257461.0,438.0,56178.0,1787.0,453.0,731.0,759.0,601.0,1262.0,1039.0,257461.0,632.0,176338.0,17.0,1091.0,346.0,36.0,7.0,19.0,204.0,390.0,651.0,212278.0,1481.0,151314.0,43.0,17520.0,1507.0,835.0,1006.0,1150.0,1191.0,1345.0,1280.0,181367.0,1872.0,153572.0,,,1417.0,1332.0,,,1460.0,1582.0,42268.0,49240.0
360,3005.5,38184.5,133412.5,239656.5,233719.5,170421.5,134583.5,241016.5,113806.5,257469.5,241639.5,257469.5,1717.5,1502.5,1389.5,1393.5,1321.5,1216.5,652.5,1492.5,375.5,166024.5,1795.5,134236.5,1506.5,1666.5,1461.5,1665.5,3016.5,12468.5,3198.5,57445.5,5666.5,81970.5,2341.5,70487.5,1792.5,76079.5,34152.5,130740.5,6292.5,209784.5,4112.5,85009.5,5213.5,257469.5,2213.5,257469.5,592.5,62783.5,2217.5,617.5,973.5,999.5,836.5,1731.5,1442.5,257469.5,893.5,216317.5,29.5,1298.5,538.5,94.5,60.5,54.5,340.5,657.5,991.5,232303.5,2123.5,186717.5,38.5,17807.5,2346.5,1253.5,1525.5,1815.5,1889.5,2111.5,2020.5,217371.5,2784.5,185644.5,,,1556.5,1510.5,,,1707.0,1777.0,44299.0,51285.0
380,3137.5,38657.5,140985.5,256772.5,257473.5,204918.5,162448.5,257473.5,139008.5,257473.5,257473.5,257473.5,1853.5,1663.5,1564.5,1553.5,1473.5,1369.5,803.5,1667.5,743.5,173045.5,2611.5,149153.5,1654.5,1808.5,1627.5,1836.5,3272.5,13209.5,4828.5,58020.5,8110.5,82873.5,3288.5,72851.5,2259.5,74904.5,45130.5,136534.5,9194.5,218916.5,5967.5,107901.5,7513.5,257473.5,3210.5,257473.5,805.5,68055.5,2645.5,768.5,1244.5,1350.5,1137.5,2291.5,1917.5,257473.5,1295.5,257018.5,52.5,1454.5,750.5,175.5,88.5,87.5,595.5,981.5,1496.5,248724.5,3023.5,227749.5,86.5,18008.5,3540.5,1822.5,2246.5,2705.5,2810.5,3156.5,3041.5,256701.5,4103.5,219836.5,,,1657.5,1610.5,,,1806.5,1893.5,45447.5,52906.5
400,3297.5,39367.5,146197.5,257453.5,257453.5,241974.5,193678.5,257453.5,167068.5,257453.5,257453.5,257453.5,1945.5,1744.5,1692.5,1652.5,1567.5,1480.5,922.5,1739.5,1341.5,178296.5,4156.5,160988.5,1807.5,1908.5,1744.5,1953.5,3520.5,13824.5,6913.5,58404.5,11262.5,83616.5,4583.5,74918.5,2771.5,75732.5,56038.5,143456.5,13732.5,225350.5,8664.5,132943.5,10789.5,257453.5,4531.5,257453.5,1070.5,72604.5,3187.5,1009.5,1547.5,1697.5,1514.5,2977.5,2494.5,257453.5,1761.5,257453.5,75.5,1637.5,932.5,259.5,117.5,130.5,1078.5,1518.5,2199.5,257435.5,4286.5,257453.5,86.5,18240.5,5714.5,2657.5,3335.5,3990.5,4145.5,4714.5,4530.5,257453.5,5961.5,257280.5,,,1781.5,1719.5,,,1967.0,2027.0,47217.0,54937.0
420,3410.5,39466.5,149470.5,257436.5,257436.5,257436.5,225909.5,257436.5,195931.5,257436.5,257436.5,257436.5,2102.5,1867.5,1781.5,1724.5,1722.5,1583.5,1047.5,1872.5,1784.5,179504.5,6982.5,169668.5,1923.5,1992.5,1860.5,2067.5,3710.5,14420.5,9625.5,59723.5,15401.5,83978.5,6454.5,77403.5,3184.5,75299.5,67866.5,146906.5,19769.5,227815.5,12371.5,160228.5,15343.5,257436.5,6413.5,257436.5,1367.5,76657.5,3751.5,1194.5,1924.5,2123.5,2012.5,3814.5,3167.5,257436.5,2409.5,257436.5,87.5,1792.5,1184.5,477.5,209.5,248.5,2149.5,2529.5,3304.5,257436.5,6221.5,257436.5,91.5,18521.5,9706.5,3975.5,4890.5,5771.5,6080.5,6827.5,6481.5,257436.5,8543.5,257436.5,,,1854.5,1793.5,,,2074.5,2169.5,48526.5,56519.5
440,3522.0,40060.0,152232.0,257445.0,257445.0,257445.0,257380.0,257445.0,226064.0,257445.0,257445.0,257445.0,2209.0,1979.0,1892.0,1858.0,1833.0,1747.0,1201.0,2011.0,2191.0,181853.0,12414.0,175647.0,2043.0,2096.0,1987.0,2179.0,3910.0,14947.0,13229.0,60333.0,20189.0,84606.0,9000.0,79085.0,3585.0,75150.0,77980.0,148421.0,29675.0,230041.0,17977.0,189634.0,22067.0,257445.0,8957.0,257445.0,1785.0,80055.0,4506.0,1441.0,2354.0,2675.0,2645.0,4907.0,3956.0,257445.0,3337.0,257445.0,150.0,1996.0,1376.0,766.0,441.0,574.0,4987.0,4440.0,5240.0,257445.0,9190.0,257445.0,189.0,18849.0,16522.0,6080.0,7325.0,8355.0,8734.0,9843.0,9445.0,257445.0,12221.0,257445.0,,,2000.0,1914.0,,,2197.5,2280.5,49936.5,58055.5
460,3637.0,40196.0,154000.0,257424.0,257424.0,257424.0,257424.0,257424.0,255690.0,257424.0,257424.0,257424.0,2310.0,2075.0,1965.0,1961.0,1898.0,1852.0,1324.0,2096.0,2778.0,182423.0,22359.0,180139.0,2161.0,2171.0,2045.0,2267.0,4041.0,15298.0,17933.0,61119.0,26555.0,85434.0,12148.0,81153.0,3960.0,75182.0,85508.0,150995.0,41379.0,232725.0,25404.0,216626.0,30576.0,257424.0,12629.0,257424.0,2263.0,82562.0,5439.0,1715.0,2787.0,3291.0,3458.0,6132.0,5027.0,257424.0,4595.0,257424.0,220.0,2137.0,1587.0,1055.0,998.0,1562.0,10122.0,8092.0,8456.0,257424.0,13667.0,257424.0,204.0,18944.0,23193.0,9739.0,10941.0,12043.0,12530.0,14078.0,13534.0,257424.0,17030.0,257424.0,,,2064.0,1970.0,,,2301.0,2359.0,51133.0,59564.0
